Date,Precipitation,Temperature,DOY,WindSpeed,phase,Temp_min,Temp_max,WS_Constant,Precip_AvgWindSpeed_UndercatchAdj,Precip_MeasuredWindSpeed_UndercatchAdj
12/06/1978,2.29372,-1.9,339,,snow,,,7.88187,6.77901,
12/07/1978,0,-0.8,340,,mixed,,,7.85961,0,
12/08/1978,9.17488,-1.4,341,,snow,,,7.84645,27.1161,
12/09/1978,2.29372,-2.9,342,,snow,,,7.8496,6.77901,
12/10/1978,6.88116,-6.5,343,,snow,,,7.90907,20.337,
12/11/1978,0,-5.9,344,,snow,,,8.00361,0,
12/12/1978,27.5246,-4.5,345,,snow,,,8.11659,81.3482,
12/13/1978,9.17488,-3.7,346,,snow,,,8.14255,27.1161,
12/14/1978,43.5807,-9.8,347,,snow,,,8.18404,128.801,
12/15/1978,9.17488,-14.7,348,,snow,,,8.24325,27.1161,
12/16/1978,2.29372,-13.4,349,,snow,,,8.30602,6.77901,
12/17/1978,6.88116,-7.6,350,,snow,,,8.3417,20.337,
12/18/1978,0,-6,351,,snow,,,8.60429,0,
12/19/1978,2.29372,-7.5,352,,snow,,,8.66749,6.77901,
12/20/1978,4.58744,-9,353,,snow,,,8.6248,13.558,
12/21/1978,6.88116,-9.4,354,,snow,,,8.56814,20.337,
12/22/1978,11.4686,-8.2,355,,snow,,,8.59706,33.8951,
12/23/1978,0,-7.6,356,,snow,,,8.65952,0,
12/24/1978,4.58744,-11.2,357,,snow,,,8.69452,13.558,
12/25/1978,2.29372,-10.2,358,,snow,,,8.7007,6.77901,
12/26/1978,0,-7.7,359,,snow,,,8.68154,0,
12/27/1978,0,-6,360,,snow,,,8.59961,0,
12/28/1978,2.29372,-4,361,,snow,,,8.61156,6.77901,
12/29/1978,4.58744,-3.5,362,,snow,,,8.60641,13.558,
12/30/1978,6.88116,-3.4,363,,snow,,,8.56276,20.337,
12/31/1978,11.4686,-4.4,364,,snow,,,8.49196,33.8951,
01/01/1979,0,-3.2,0,,snow,,,8.60429,0,
01/02/1979,0,-3.3,1,,snow,,,8.66749,0,
01/03/1979,0,-4.3,2,,snow,,,8.6248,0,
01/04/1979,0,-4.3,3,,snow,,,8.56814,0,
01/05/1979,0,-2.4,4,,snow,,,8.59706,0,
01/06/1979,0,1,5,,mixed,,,8.65952,0,
01/07/1979,2.29372,-1.7,6,,snow,,,8.69452,6.77901,
01/08/1979,2.29372,-3.6,7,,snow,,,8.7007,6.77901,
01/09/1979,4.58744,-1.5,8,,snow,,,8.68154,13.558,
01/10/1979,2.29372,-2.5,9,,snow,,,8.59961,6.77901,
01/11/1979,0,-1.6,10,,snow,,,8.61156,0,
01/12/1979,0,-2.8,11,,snow,,,8.60641,0,
01/13/1979,4.58744,-4.2,12,,snow,,,8.56276,13.558,
01/14/1979,9.17488,-5,13,,snow,,,8.49196,27.1161,
01/15/1979,20.6435,-3.4,14,,snow,,,8.40832,61.0111,
01/16/1979,25.2309,-4.9,15,,snow,,,8.3832,74.5692,
01/17/1979,18.3498,-7,16,,snow,,,8.33594,54.2321,
01/18/1979,9.17488,-7.3,17,,snow,,,8.38436,27.1161,
01/19/1979,0,-7.3,18,,snow,,,8.38088,0,
01/20/1979,2.29372,-6.7,19,,snow,,,8.33606,6.77901,
01/21/1979,41.287,-5,20,,snow,,,8.2894,122.022,
01/22/1979,2.29372,-5.4,21,,snow,,,8.25814,6.77901,
01/23/1979,2.29372,-7.5,22,,snow,,,8.25096,6.77901,
01/24/1979,13.7623,-6.3,23,,snow,,,8.25527,40.6741,
01/25/1979,6.88116,-5,24,,snow,,,8.27787,20.337,
01/26/1979,4.58744,-6.6,25,,snow,,,8.35083,13.558,
01/27/1979,0,-6,26,,snow,,,8.42521,0,
01/28/1979,2.29372,-4.9,27,,snow,,,8.44725,6.77901,
01/29/1979,0,-3.3,28,,snow,,,8.41855,0,
01/30/1979,0,-4,29,,snow,,,8.44523,0,
01/31/1979,11.4686,-1,30,,mixed,,,8.4618,18.5877,
02/01/1979,6.88116,-3.4,31,,snow,,,8.38995,20.337,
02/02/1979,20.6435,-6.6,32,,snow,,,8.42273,61.0111,
02/03/1979,4.58744,-13.8,33,,snow,,,8.45939,13.558,
02/04/1979,0,-8,34,,snow,,,8.48205,0,
02/05/1979,4.58744,-15,35,,snow,,,8.46223,13.558,
02/06/1979,0,-15.1,36,,snow,,,8.51882,0,
02/07/1979,2.29372,-19.1,37,,snow,,,8.52352,6.77901,
02/08/1979,0,-17,38,,snow,,,8.44338,0,
02/09/1979,0,-13.3,39,,snow,,,8.41636,0,
02/10/1979,0,-12.1,40,,snow,,,8.35126,0,
02/11/1979,0,-11.4,41,,snow,,,8.29441,0,
02/12/1979,0,-12.3,42,,snow,,,8.31947,0,
02/13/1979,0,-13.7,43,,snow,,,8.32957,0,
02/14/1979,0,-16.5,44,,snow,,,8.34494,0,
02/15/1979,0,-12.1,45,,snow,,,8.32444,0,
02/16/1979,0,-9.5,46,,snow,,,8.27818,0,
02/17/1979,0,-7.1,47,,snow,,,8.23787,0,
02/18/1979,0,-8.7,48,,snow,,,8.17746,0,
02/19/1979,0,-7,49,,snow,,,8.13228,0,
02/20/1979,0,-9,50,,snow,,,8.14896,0,
02/21/1979,0,-6.2,51,,snow,,,8.14077,0,
02/22/1979,0,-2.8,52,,snow,,,8.11691,0,
02/23/1979,0,-2.2,53,,snow,,,8.10839,0,
02/24/1979,0,-8.2,54,,snow,,,8.10654,0,
02/25/1979,11.4686,-8.2,55,,snow,,,8.03598,33.8951,
02/26/1979,2.29372,-6.4,56,,snow,,,7.95904,6.77901,
02/27/1979,2.29372,-8.9,57,,snow,,,7.82886,6.77901,
02/28/1979,2.29372,-9.3,58,,snow,,,7.77664,6.77901,
03/01/1979,2.29372,-7.9,59,,snow,,,7.73904,6.77901,
03/02/1979,0,-5.3,60,,snow,,,7.68802,0,
03/03/1979,0,-3.9,61,,snow,,,7.65964,0,
03/04/1979,6.88116,-1.6,62,,snow,,,7.53993,20.337,
03/05/1979,4.58744,-1.3,63,,snow,,,7.51749,13.558,
03/06/1979,27.5246,-1.3,64,,snow,,,7.54035,81.3482,
03/07/1979,6.88116,-3.6,65,,snow,,,7.50616,20.337,
03/08/1979,9.17488,-4.4,66,,snow,,,7.3788,27.1161,
03/09/1979,2.29372,-2,67,,snow,,,7.30546,6.77901,
03/10/1979,6.88116,-3.7,68,,snow,,,7.30985,20.337,
03/11/1979,0,-3.4,69,,snow,,,7.35007,0,
03/12/1979,22.9372,-3.6,70,,snow,,,7.37703,67.7901,
03/13/1979,18.3498,-2.8,71,,snow,,,7.33686,54.2321,
03/14/1979,13.7623,-2.2,72,,snow,,,7.20089,40.6741,
03/15/1979,2.29372,-2.3,73,,snow,,,7.16732,6.77901,
03/16/1979,6.88116,-3.1,74,,snow,,,7.16151,20.337,
03/17/1979,0,-2.7,75,,snow,,,7.15435,0,
03/18/1979,13.7623,-3.8,76,,snow,,,7.18542,40.6741,
03/19/1979,9.17488,-2.9,77,,snow,,,7.20262,27.1161,
03/20/1979,4.58744,-2,78,,snow,,,7.22935,13.558,
03/21/1979,16.056,-1.1,79,,snow,,,7.25781,47.4531,
03/22/1979,2.29372,-2.2,80,,snow,,,7.29991,6.77901,
03/23/1979,0,-1.9,81,,snow,,,7.32454,0,
03/24/1979,0,0.1,82,,mixed,,,7.35524,0,
03/25/1979,0,2.6,83,,mixed,,,7.32024,0,
03/26/1979,0,0.1,84,,mixed,,,7.27534,0,
03/27/1979,4.58744,-4.4,85,,snow,,,7.29579,13.558,
03/28/1979,4.58744,-5.2,86,,snow,,,7.30869,13.558,
03/29/1979,0,-5.8,87,,snow,,,7.3443,0,
03/30/1979,0,-4.9,88,,snow,,,7.33064,0,
03/31/1979,0,-4.2,89,,snow,,,7.20702,0,
04/01/1979,6.88116,-2.1,90,,snow,,,7.21225,20.337,
04/02/1979,0,-2.8,91,,snow,,,7.21414,0,
04/03/1979,13.7623,-2.2,92,,snow,,,7.27078,40.6741,
04/04/1979,9.17488,-1.7,93,,snow,,,7.30856,27.1161,
04/05/1979,2.29372,-2.2,94,,snow,,,7.30287,6.77901,
04/06/1979,11.4686,-3.7,95,,snow,,,7.25138,33.8951,
04/07/1979,16.056,-1.9,96,,snow,,,7.2477,47.4531,
04/08/1979,4.58744,-1.2,97,,snow,,,7.26559,13.558,
04/09/1979,0,-1.8,98,,snow,,,7.33524,0,
04/10/1979,2.29372,-1.1,99,,snow,,,7.31011,6.77901,
04/11/1979,2.29372,-2.5,100,,snow,,,7.32245,6.77901,
04/12/1979,0,-3.3,101,,snow,,,7.4121,0,
04/13/1979,4.58744,-5.7,102,,snow,,,7.49315,13.558,
04/14/1979,0,-3.7,103,,snow,,,7.47514,0,
04/15/1979,0,-2.6,104,,snow,,,7.4754,0,
04/16/1979,0,-3.7,105,,snow,,,7.46207,0,
04/17/1979,0,-3.2,106,,snow,,,7.42172,0,
04/18/1979,0,-2.6,107,,snow,,,7.44991,0,
04/19/1979,0,-0.5,108,,mixed,,,7.43149,0,
04/20/1979,4.58744,0.4,109,,mixed,,,7.41658,7.43507,
04/21/1979,0,1.4,110,,mixed,,,7.33808,0,
04/22/1979,0,3,111,,mixed,,,7.30057,0,
04/23/1979,0,1.3,112,,mixed,,,7.24866,0,
04/24/1979,0,1,113,,mixed,,,7.23058,0,
04/25/1979,0,0.9,114,,mixed,,,7.18391,0,
04/26/1979,4.58744,0.4,115,,mixed,,,7.15457,7.43507,
04/27/1979,0,2,116,,mixed,,,7.11852,0,
04/28/1979,0,4,117,,rain,,,7.1131,0,
04/29/1979,0,1.9,118,,mixed,,,7.06842,0,
04/30/1979,0,4.9,119,,rain,,,7.07075,0,
05/01/1979,0,0.5,120,,mixed,,,7.05644,0,
05/02/1979,0,0.4,121,,mixed,,,7.0736,0,
05/03/1979,0,1,122,,mixed,,,7.02611,0,
05/04/1979,4.58744,-0.3,123,,mixed,,,6.92892,7.38725,
05/05/1979,2.29372,0.3,124,,mixed,,,6.83313,3.66188,
05/06/1979,0,1.9,125,,mixed,,,6.82758,0,
05/07/1979,4.58744,0.8,126,,mixed,,,6.82202,7.31646,
05/08/1979,4.58744,-0.9,127,,mixed,,,6.75665,7.27384,
05/09/1979,0,-0.4,128,,mixed,,,6.6333,0,
05/10/1979,4.58744,0.5,129,,mixed,,,6.61144,7.18092,
05/11/1979,0,0.7,130,,mixed,,,6.53727,0,
05/12/1979,0,0.2,131,,mixed,,,6.40259,0,
05/13/1979,0,1.2,132,,mixed,,,6.34699,0,
05/14/1979,0,0.6,133,,mixed,,,6.31,0,
05/15/1979,0,0,134,,mixed,,,6.26853,0,
05/16/1979,2.29372,-1.1,135,,snow,,,6.28326,5.62395,
05/17/1979,2.29372,-0.8,136,,mixed,,,6.29661,3.4937,
05/18/1979,2.29372,0.7,137,,mixed,,,6.23454,3.47524,
05/19/1979,6.88116,0.7,138,,mixed,,,6.19088,10.3871,
05/20/1979,0,0.5,139,,mixed,,,6.11104,0,
05/21/1979,0,-0.1,140,,mixed,,,6.07789,0,
05/22/1979,2.29372,0.2,141,,mixed,,,6.0773,3.42932,
05/23/1979,6.88116,1.1,142,,mixed,,,6.02896,10.2463,
05/24/1979,0,1.1,143,,mixed,,,6.03008,0,
05/25/1979,0,4.3,144,,rain,,,6.11008,0,
05/26/1979,0,9.5,145,,rain,,,6.09828,0,
05/27/1979,0,10.8,146,,rain,,,6.07779,0,
05/28/1979,0,8.4,147,,rain,,,6.01644,0,
05/29/1979,0,2.2,148,,mixed,,,6.01964,0,
05/30/1979,0,3,149,,mixed,,,5.97459,0,
05/31/1979,0,4.1,150,,rain,,,5.87478,0,
06/01/1979,9.17488,4.2,151,,rain,,,5.79342,10.5216,
06/02/1979,2.29372,2.5,152,,mixed,,,5.74643,3.33656,
06/03/1979,2.29372,2.1,153,,mixed,,,5.73476,3.33338,
06/04/1979,4.58744,2.7,154,,mixed,,,5.6875,6.64113,
06/05/1979,0,4.3,155,,rain,,,5.64497,0,
06/06/1979,0,3.1,156,,rain,,,5.61606,0,
06/07/1979,0,2.8,157,,mixed,,,5.57868,0,
06/08/1979,0,3.5,158,,rain,,,5.53691,0,
06/09/1979,0,10,159,,rain,,,5.47142,0,
06/10/1979,0,10,160,,rain,,,5.42691,0,
06/11/1979,0,7.7,161,,rain,,,5.43318,0,
06/12/1979,0,7.9,162,,rain,,,5.43926,0,
06/13/1979,0,7,163,,rain,,,5.42674,0,
06/14/1979,0,8.8,164,,rain,,,5.42238,0,
06/15/1979,0,8.4,165,,rain,,,5.34873,0,
06/16/1979,2.29372,3.8,166,,rain,,,5.27169,2.60764,
06/17/1979,0,5,167,,rain,,,5.18359,0,
06/18/1979,0,8,168,,rain,,,5.14006,0,
06/19/1979,0,6.5,169,,rain,,,5.11239,0,
06/20/1979,0,5.1,170,,rain,,,5.06952,0,
06/21/1979,0,7.8,171,,rain,,,4.98002,0,
06/22/1979,0,11,172,,rain,,,4.95042,0,
06/23/1979,0,11.1,173,,rain,,,4.89848,0,
06/24/1979,6.88116,5.5,174,,rain,,,4.79545,7.75931,
06/25/1979,29.8184,3.6,175,,rain,,,4.68349,33.558,
06/26/1979,9.17488,3.2,176,,rain,,,4.6129,10.3127,
06/27/1979,0,3,177,,mixed,,,4.6127,0,
06/28/1979,22.9372,2.5,178,,mixed,,,4.61604,30.5431,
06/29/1979,4.58744,6.1,179,,rain,,,4.59545,5.15479,
06/30/1979,2.29372,8.3,180,,rain,,,4.5792,2.57665,
07/01/1979,0,10.4,181,,rain,,,4.54702,0,
07/02/1979,0,14.9,182,,rain,,,4.51811,0,
07/03/1979,13.7623,7,183,,rain,,,4.51228,15.4416,
07/04/1979,0,12.4,184,,rain,,,4.49682,0,
07/05/1979,0,7,185,,rain,,,4.5048,0,
07/06/1979,6.88116,6.2,186,,rain,,,4.50663,7.72004,
07/07/1979,0,7.6,187,,rain,,,4.57062,0,
07/08/1979,6.88116,6.7,188,,rain,,,4.66487,7.74163,
07/09/1979,2.29372,7.5,189,,rain,,,4.72585,2.5833,
07/10/1979,0,9.8,190,,rain,,,4.74622,0,
07/11/1979,16.056,8.7,191,,rain,,,4.79857,18.106,
07/12/1979,25.2309,7.4,192,,rain,,,4.8194,28.4627,
07/13/1979,0,8.8,193,,rain,,,4.7974,0,
07/14/1979,34.4058,7,194,,rain,,,4.75219,38.7673,
07/15/1979,20.6435,6,195,,rain,,,4.73323,23.2527,
07/16/1979,2.29372,7.2,196,,rain,,,4.69865,2.58207,
07/17/1979,9.17488,10,197,,rain,,,4.6928,10.3272,
07/18/1979,0,9.2,198,,rain,,,4.67697,0,
07/19/1979,0,10.5,199,,rain,,,4.6923,0,
07/20/1979,0,11.2,200,,rain,,,4.73897,0,
07/21/1979,6.88116,7.8,201,,rain,,,4.80311,7.76035,
07/22/1979,0,7.8,202,,rain,,,4.85434,0,
07/23/1979,0,6.7,203,,rain,,,4.83179,0,
07/24/1979,2.29372,7.7,204,,rain,,,4.82679,2.58785,
07/25/1979,2.29372,8.1,205,,rain,,,4.86486,2.58956,
07/26/1979,2.29372,9.8,206,,rain,,,4.89239,2.59079,
07/27/1979,0,10.3,207,,rain,,,4.88979,0,
07/28/1979,0,9.6,208,,rain,,,4.82705,0,
07/29/1979,0,9.5,209,,rain,,,4.84488,0,
07/30/1979,6.88116,8.6,210,,rain,,,4.85113,7.76682,
07/31/1979,2.29372,9.3,211,,rain,,,4.86925,2.58975,
08/01/1979,4.58744,10.3,212,,rain,,,4.92217,5.18425,
08/02/1979,0,13.2,213,,rain,,,4.94008,0,
08/03/1979,0,13.7,214,,rain,,,4.96758,0,
08/04/1979,0,11.8,215,,rain,,,4.94133,0,
08/05/1979,0,9.2,216,,rain,,,4.89872,0,
08/06/1979,0,10.5,217,,rain,,,4.87229,0,
08/07/1979,2.29372,8.2,218,,rain,,,4.82129,2.5876,
08/08/1979,4.58744,7.5,219,,rain,,,4.74947,5.16873,
08/09/1979,96.3363,8.5,220,,rain,,,4.73911,108.524,
08/10/1979,18.3498,9,221,,rain,,,4.72711,20.6669,
08/11/1979,0,9.5,222,,rain,,,4.71215,0,
08/12/1979,0,9.2,223,,rain,,,4.70592,0,
08/13/1979,13.7623,9.1,224,,rain,,,4.70734,15.4948,
08/14/1979,11.4686,9.6,225,,rain,,,4.77708,12.9281,
08/15/1979,36.6995,8.9,226,,rain,,,4.88722,41.4489,
08/16/1979,29.8184,9.2,227,,rain,,,4.95972,33.7194,
08/17/1979,2.29372,8.7,228,,rain,,,5.04854,2.59776,
08/18/1979,2.29372,9,229,,rain,,,5.12581,2.60119,
08/19/1979,0,8.8,230,,rain,,,5.12627,0,
08/20/1979,0,9.8,231,,rain,,,5.11205,0,
08/21/1979,2.29372,12.3,232,,rain,,,5.11894,2.60089,
08/22/1979,0,14,233,,rain,,,5.18659,0,
08/23/1979,0,17,234,,rain,,,5.23712,0,
08/24/1979,0,17.2,235,,rain,,,5.28988,0,
08/25/1979,0,16.5,236,,rain,,,5.34439,0,
08/26/1979,0,16.3,237,,rain,,,5.38852,0,
08/27/1979,0,13,238,,rain,,,5.51712,0,
08/28/1979,2.29372,11.7,239,,rain,,,5.58891,2.62153,
08/29/1979,27.5246,7.1,240,,rain,,,5.6511,31.4908,
08/30/1979,2.29372,6.9,241,,rain,,,5.74673,2.62837,
08/31/1979,6.88116,6,242,,rain,,,5.77009,7.88815,
09/01/1979,0,10,243,,rain,,,5.79004,0,
09/02/1979,0,10.2,244,,rain,,,5.85321,0,
09/03/1979,2.29372,7.8,245,,rain,,,5.98401,2.63859,
09/04/1979,0,9.4,246,,rain,,,6.06336,0,
09/05/1979,0,8.8,247,,rain,,,6.06817,0,
09/06/1979,0,11,248,,rain,,,6.13373,0,
09/07/1979,0,10.5,249,,rain,,,6.18052,0,
09/08/1979,2.29372,11.1,250,,rain,,,6.24464,2.64971,
09/09/1979,0,10.6,251,,rain,,,6.27654,0,
09/10/1979,4.58744,8.1,252,,rain,,,6.2874,5.30305,
09/11/1979,2.29372,9.1,253,,rain,,,6.35653,2.65446,
09/12/1979,34.4058,9.6,254,,rain,,,6.41169,39.8518,
09/13/1979,41.287,9,255,,rain,,,6.40719,47.8188,
09/14/1979,29.8184,8.2,256,,rain,,,6.44304,34.5555,
09/15/1979,11.4686,6.5,257,,rain,,,6.47076,13.2964,
09/16/1979,6.88116,6.4,258,,rain,,,6.46918,7.97765,
09/17/1979,4.58744,6.9,259,,rain,,,6.45374,5.31713,
09/18/1979,13.7623,5.3,260,,rain,,,6.50657,15.9647,
09/19/1979,50.4619,7,261,,rain,,,6.57148,58.5975,
09/20/1979,32.1121,5.6,262,,rain,,,6.63078,37.3242,
09/21/1979,6.88116,5.2,263,,rain,,,6.66394,8.00221,
09/22/1979,77.9865,4.9,264,,rain,,,6.69776,90.7399,
09/23/1979,38.9932,4.8,265,,rain,,,6.68089,45.3579,
09/24/1979,13.7623,3.7,266,,rain,,,6.67122,16.0063,
09/25/1979,18.3498,1.2,267,,mixed,,,6.68753,28.9173,
09/26/1979,18.3498,2.7,268,,mixed,,,6.69403,28.9339,
09/27/1979,71.1053,1.4,269,,mixed,,,6.69543,112.133,
09/28/1979,2.29372,2.4,270,,mixed,,,6.71157,3.62237,
09/29/1979,6.88116,3.7,271,,rain,,,6.73297,8.01088,
09/30/1979,142.211,3.7,272,,rain,,,6.7164,165.515,
10/01/1979,75.6928,4.9,273,,rain,,,6.73709,88.1254,
10/02/1979,84.8677,2.8,274,,mixed,,,6.73807,134.344,
10/03/1979,27.5246,2.4,275,,mixed,,,6.66807,43.3013,
10/04/1979,52.7556,2.6,276,,mixed,,,6.66591,82.9782,
10/05/1979,32.1121,3,277,,mixed,,,6.71101,50.7107,
10/06/1979,4.58744,2.4,278,,mixed,,,6.69712,7.23547,
10/07/1979,9.17488,2.7,279,,mixed,,,6.73311,14.5172,
10/08/1979,66.5179,3.1,280,,rain,,,6.75181,77.4614,
10/09/1979,41.287,5.1,281,,rain,,,6.76565,48.0899,
10/10/1979,16.056,4.7,282,,rain,,,6.80276,18.7125,
10/11/1979,52.7556,3.3,283,,rain,,,6.85103,61.5301,
10/12/1979,9.17488,1.4,284,,mixed,,,6.85735,14.6794,
10/13/1979,0,1,285,,mixed,,,6.86369,0,
10/14/1979,2.29372,0.9,286,,mixed,,,6.83422,3.66224,
10/15/1979,22.9372,2.4,287,,mixed,,,6.80931,36.5407,
10/16/1979,25.2309,1.6,288,,mixed,,,6.86159,40.3838,
10/17/1979,2.29372,1.3,289,,mixed,,,6.94024,3.69741,
10/18/1979,0,2.6,290,,mixed,,,6.95367,0,
10/19/1979,0,0.7,291,,mixed,,,6.95923,0,
10/20/1979,4.58744,-0.2,292,,mixed,,,6.92999,7.38796,
10/21/1979,0,-0.8,293,,mixed,,,6.98284,0,
10/22/1979,0,0.4,294,,mixed,,,7.02624,0,
10/23/1979,16.056,0.8,295,,mixed,,,7.0729,26.0228,
10/24/1979,4.58744,0.5,296,,mixed,,,7.11698,7.43507,
10/25/1979,6.88116,-0.7,297,,mixed,,,7.14452,11.1526,
10/26/1979,0,2.1,298,,mixed,,,7.12575,0,
10/27/1979,2.29372,2,299,,mixed,,,7.19703,3.71754,
10/28/1979,9.17488,0.4,300,,mixed,,,7.30036,14.8701,
10/29/1979,9.17488,0.2,301,,mixed,,,7.31933,14.8701,
10/30/1979,64.2242,0.9,302,,mixed,,,7.4088,104.091,
10/31/1979,27.5246,-1.1,303,,snow,,,7.46827,81.3482,
11/01/1979,0,-0.4,304,,mixed,,,7.52891,0,
11/02/1979,0,-0.2,305,,mixed,,,7.57854,0,
11/03/1979,9.17488,0.5,306,,mixed,,,7.66503,14.8701,
11/04/1979,0,1.8,307,,mixed,,,7.68363,0,
11/05/1979,0,1.1,308,,mixed,,,7.73873,0,
11/06/1979,0,0.9,309,,mixed,,,7.75799,0,
11/07/1979,6.88116,1.7,310,,mixed,,,7.76192,11.1526,
11/08/1979,6.88116,1.8,311,,mixed,,,7.78089,11.1526,
11/09/1979,9.17488,2.1,312,,mixed,,,7.79255,14.8701,
11/10/1979,6.88116,1.3,313,,mixed,,,7.76375,11.1526,
11/11/1979,32.1121,1.9,314,,mixed,,,7.78747,52.0455,
11/12/1979,16.056,0.9,315,,mixed,,,7.80358,26.0228,
11/13/1979,9.17488,-1,316,,mixed,,,7.83077,14.8701,
11/14/1979,2.29372,-1.5,317,,snow,,,7.90198,6.77901,
11/15/1979,41.287,-0.9,318,,mixed,,,7.91329,66.9157,
11/16/1979,34.4058,-5.4,319,,snow,,,7.90589,101.685,
11/17/1979,11.4686,-7.4,320,,snow,,,7.93649,33.8951,
11/18/1979,4.58744,-6.7,321,,snow,,,7.88128,13.558,
11/19/1979,18.3498,-2.5,322,,snow,,,7.85718,54.2321,
11/20/1979,29.8184,-3.9,323,,snow,,,7.92015,88.1272,
11/21/1979,20.6435,-1.6,324,,snow,,,7.92163,61.0111,
11/22/1979,18.3498,-2.3,325,,snow,,,7.91922,54.2321,
11/23/1979,9.17488,-4.4,326,,snow,,,7.91311,27.1161,
11/24/1979,16.056,-5.9,327,,snow,,,7.93983,47.4531,
11/25/1979,6.88116,-4.9,328,,snow,,,7.98471,20.337,
11/26/1979,9.17488,-5.8,329,,snow,,,7.94452,27.1161,
11/27/1979,71.1053,-2.8,330,,snow,,,7.9123,210.149,
11/28/1979,213.316,-0.1,331,,mixed,,,7.91434,345.731,
11/29/1979,45.8744,0.1,332,,mixed,,,7.90143,74.3507,
11/30/1979,68.8116,-1.2,333,,snow,,,7.84793,203.37,
12/01/1979,2.29372,-2.1,334,,snow,,,7.82238,6.77901,
12/02/1979,13.7623,-2.9,335,,snow,,,7.8731,40.6741,
12/03/1979,11.4686,-4.2,336,,snow,,,7.81503,33.8951,
12/04/1979,4.58744,-4.9,337,,snow,,,7.81614,13.558,
12/05/1979,22.9372,-8.3,338,,snow,,,7.84965,67.7901,
12/06/1979,11.4686,-10.5,339,,snow,,,7.88187,33.8951,
12/07/1979,4.58744,-10.2,340,,snow,,,7.85961,13.558,
12/08/1979,6.88116,-11.8,341,,snow,,,7.84645,20.337,
12/09/1979,0,-11,342,,snow,,,7.8496,0,
12/10/1979,22.9372,-12.2,343,,snow,,,7.90907,67.7901,
12/11/1979,22.9372,-15.7,344,,snow,,,8.00361,67.7901,
12/12/1979,4.58744,-18.4,345,,snow,,,8.11659,13.558,
12/13/1979,0,-13.2,346,,snow,,,8.14255,0,
12/14/1979,0,-10.7,347,,snow,,,8.18404,0,
12/15/1979,0,-9.1,348,,snow,,,8.24325,0,
12/16/1979,0,-1.9,349,,snow,,,8.30602,0,
12/17/1979,0,-7.4,350,,snow,,,8.3417,0,
12/18/1979,18.3498,-17,351,,snow,,,8.60429,54.2321,
12/19/1979,0,-13.4,352,,snow,,,8.66749,0,
12/20/1979,0,-9.3,353,,snow,,,8.6248,0,
12/21/1979,0,-10.3,354,,snow,,,8.56814,0,
12/22/1979,0,-9.7,355,,snow,,,8.59706,0,
12/23/1979,0,-9.1,356,,snow,,,8.65952,0,
12/24/1979,38.9932,-7.4,357,,snow,,,8.69452,115.243,
12/25/1979,36.6995,-4.9,358,,snow,,,8.7007,108.464,
12/26/1979,25.2309,-4.8,359,,snow,,,8.68154,74.5692,
12/27/1979,22.9372,-5,360,,snow,,,8.59961,67.7901,
12/28/1979,32.1121,-9.9,361,,snow,,,8.61156,94.9062,
12/29/1979,32.1121,-16.3,362,,snow,,,8.60641,94.9062,
12/30/1979,16.056,-16.9,363,,snow,,,8.56276,47.4531,
12/31/1979,0,-14.7,364,,snow,,,8.49196,0,
01/01/1980,0,-10.9,0,,snow,,,8.60429,0,
01/02/1980,0,-11.6,1,,snow,,,8.66749,0,
01/03/1980,0,-11,2,,snow,,,8.6248,0,
01/04/1980,0,-8.2,3,,snow,,,8.56814,0,
01/05/1980,0,-5.9,4,,snow,,,8.59706,0,
01/06/1980,0,-3.3,5,,snow,,,8.65952,0,
01/07/1980,0,-1.1,6,,snow,,,8.69452,0,
01/08/1980,0,0.8,7,,mixed,,,8.7007,0,
01/09/1980,0,-2.7,8,,snow,,,8.68154,0,
01/10/1980,0,-5.6,9,,snow,,,8.59961,0,
01/11/1980,0,-19.6,10,,snow,,,8.61156,0,
01/12/1980,0,-21.2,11,,snow,,,8.60641,0,
01/13/1980,0,-14.2,12,,snow,,,8.56276,0,
01/14/1980,0,-13.6,13,,snow,,,8.49196,0,
01/15/1980,0,-13,14,,snow,,,8.40832,0,
01/16/1980,2.29372,-14.2,15,,snow,,,8.3832,6.77901,
01/17/1980,27.5246,-5,16,,snow,,,8.33594,81.3482,
01/18/1980,194.966,-3.6,17,,snow,,,8.38436,576.216,
01/19/1980,107.805,-4.6,18,,snow,,,8.38088,318.614,
01/20/1980,107.805,-4.2,19,,snow,,,8.33606,318.614,
01/21/1980,32.1121,-2.6,20,,snow,,,8.2894,94.9062,
01/22/1980,71.1053,-5.8,21,,snow,,,8.25814,210.149,
01/23/1980,36.6995,-12.6,22,,snow,,,8.25096,108.464,
01/24/1980,0,-7.6,23,,snow,,,8.25527,0,
01/25/1980,0,-6.8,24,,snow,,,8.27787,0,
01/26/1980,0,-8,25,,snow,,,8.35083,0,
01/27/1980,0,-6.2,26,,snow,,,8.42521,0,
01/28/1980,0,-4.4,27,,snow,,,8.44725,0,
01/29/1980,0,-10,28,,snow,,,8.41855,0,
01/30/1980,0,-9,29,,snow,,,8.44523,0,
01/31/1980,0,-2.2,30,,snow,,,8.4618,0,
02/01/1980,0,-3.4,31,,snow,,,8.38995,0,
02/02/1980,6.88116,-3.2,32,,snow,,,8.42273,20.337,
02/03/1980,27.5246,-6.6,33,,snow,,,8.45939,81.3482,
02/04/1980,103.217,-5.2,34,,snow,,,8.48205,305.056,
